Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Base Domain HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
childstats.gov,childstats.gov,https://www.childstats.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True
childwelfare.gov,childwelfare.gov,https://childwelfare.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
cio.gov,cio.gov,https://www.cio.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
choosemyplate.gov,choosemyplate.gov,https://www.choosemyplate.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,False,True,True,True
cia.gov,cia.gov,https://www.cia.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
citizenscience.gov,citizenscience.gov,https://www.citizenscience.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
clinicaltrials.gov,clinicaltrials.gov,https://clinicaltrials.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
ciso.gov,ciso.gov,https://ciso.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False
climate.gov,climate.gov,https://www.climate.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000,15768000,False,False,False,False,False,True,True,False
clintonlibrary.gov,clintonlibrary.gov,https://www.clintonlibrary.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,True,True,True,True,True
cms.gov,cms.gov,https://www.cms.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
cloud.gov,cloud.gov,https://cloud.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,True,True,True,True,True
cncsoig.gov,cncsoig.gov,https://www.cncsoig.gov,True,False,,True,True,False,False,False,False,False,True,max-age:31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
cnss.gov,cnss.gov,https://www.cnss.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False,False,False,False,False,False
collegedrinkingprevention.gov,collegedrinkingprevention.gov,https://www.collegedrinkingprevention.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
cmts.gov,cmts.gov,http://www.cmts.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
comptrollerofthecurrency.gov,comptrollerofthecurrency.gov,https://comptrollerofthecurrency.gov,True,False,,True,True,False,True,False,False,False,True,max-age=46915200; includesSubDomains,46915200,False,False,False,False,False,True,True,True
collegenavigator.gov,collegenavigator.gov,http://collegenavigator.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
computersforlearning.gov,computersforlearning.gov,https://computersforlearning.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
continentalshelf.gov,continentalshelf.gov,https://www.continentalshelf.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,False,True,True,True
code.gov,code.gov,https://code.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
consumidor.gov,consumidor.gov,https://www.consumidor.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
commerce.gov,commerce.gov,https://www.commerce.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
complaintreferralexpress.gov,complaintreferralexpress.gov,https://www.complaintreferralexpress.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
consumer.gov,consumer.gov,https://www.consumer.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
consumerfinance.gov,consumerfinance.gov,https://www.consumerfinance.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
cpars.gov,cpars.gov,https://www.cpars.gov,True,False,,False,True,False,True,False,False,False,True,max-age=34070400; includeSubDomains,34070400,False,False,False,False,False,False,False,True
csosa.gov,csosa.gov,https://www.csosa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains;preload,31536000,False,False,False,False,False,True,True,True
contractdirectory.gov,contractdirectory.gov,https://contractdirectory.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
cpsc.gov,cpsc.gov,https://cpsc.gov,True,False,,True,True,False,False,False,False,False,True,"max-age=31536000; includeSubDomains, max-age=31536000; includeSubDomains",31536000,True,False,False,False,False,True,True,True
crt2014-2024review.gov,crt2014-2024review.gov,https://crt2014-2024review.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,True,True,False,False,False,False,False,True
cttso.gov,cttso.gov,https://cttso.gov,True,False,,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
coralreef.gov,coralreef.gov,http://www.coralreef.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
csb.gov,csb.gov,http://www.csb.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
cuidadodesalud.gov,cuidadodesalud.gov,https://www.cuidadodesalud.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;preload,31536000,False,False,False,False,False,True,True,True
cupcao.gov,cupcao.gov,https://cupcao.gov,True,False,,False,True,False,True,False,True,False,False,,,False,False,False,False,False,False,False,False
defense.gov,defense.gov,https://www.defense.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
cyber.gov,cyber.gov,https://cyber.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False
data.gov,data.gov,https://www.data.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
cybercareers.gov,cybercareers.gov,https://www.cybercareers.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
cybersecurity.gov,cybersecurity.gov,https://cybersecurity.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False
dfafacts.gov,dfafacts.gov,https://dfafacts.gov,True,False,,True,True,False,True,False,False,False,True,max-age=10886400; includeSubDomains,10886400,True,False,False,False,False,True,True,False
df.gov,df.gov,http://df.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
digitalgov.gov,digitalgov.gov,https://www.digitalgov.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
dhs.gov,dhs.gov,https://www.dhs.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False,True,True,True
denali.gov,denali.gov,http://denali.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
digitalliteracy.gov,digitalliteracy.gov,https://digitalliteracy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,True,True,True
dnfsb.gov,dnfsb.gov,https://www.dnfsb.gov,True,False,,True,True,False,True,False,False,False,True,max-age:31536000,31536000,False,False,False,False,False,True,True,True
directoasucuenta.gov,directoasucuenta.gov,https://directoasucuenta.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
disasterassistance.gov,disasterassistance.gov,https://www.disasterassistance.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
docline.gov,docline.gov,https://docline.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
doioig.gov,doioig.gov,https://www.doioig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
dol.gov,dol.gov,https://www.dol.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
dni.gov,dni.gov,https://www.dni.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
dnsops.gov,dnsops.gov,https://dnsops.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,False,True,True,True
donaciondeorganos.gov,donaciondeorganos.gov,https://donaciondeorganos.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True
doleta.gov,doleta.gov,https://doleta.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True
donotcall.gov,donotcall.gov,https://donotcall.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
dotgov.gov,dotgov.gov,https://www.dotgov.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False,True,True,True
doi.gov,doi.gov,https://www.doi.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
dra.gov,dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
drought.gov,drought.gov,https://www.drought.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
economicinclusion.gov,economicinclusion.gov,https://economicinclusion.gov,True,False,,True,True,False,True,False,False,False,True,max-age=157680000,157680000,False,False,False,False,False,True,True,True
eac.gov,eac.gov,https://www.eac.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
dsac.gov,dsac.gov,https://www.dsac.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
econsumer.gov,econsumer.gov,https://econsumer.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
ecpic.gov,ecpic.gov,https://www.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,False,False,False,False,True,True,True
e-enterprise.gov,e-enterprise.gov,https://e-enterprise.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
ed.gov,ed.gov,https://www.ed.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
drugabuse.gov,drugabuse.gov,https://www.drugabuse.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,False,False,False,False,False,True,True,True
eda.gov,eda.gov,https://eda.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
edpubs.gov,edpubs.gov,https://edpubs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
employeeexpress.gov,employeeexpress.gov,https://www.employeeexpress.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
eftps.gov,eftps.gov,https://www.eftps.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
eeoc.gov,eeoc.gov,https://www.eeoc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000,63072000,False,False,False,False,False,True,True,True
eisenhowermemorial.gov,eisenhowermemorial.gov,http://eisenhowermemorial.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,False,False,False,True,max-age=106148706; includeSubDomains,106148706,True,False,False,False,False,False,False,True
eldercare.gov,eldercare.gov,http://eldercare.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
eia.gov,eia.gov,https://www.eia.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000,15552000,False,False,False,False,False,True,True,False
ems.gov,ems.gov,https://www.ems.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
endingthedocumentgame.gov,endingthedocumentgame.gov,https://endingthedocumentgame.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
energy.gov,energy.gov,https://energy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
energycodes.gov,energycodes.gov,https://www.energycodes.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15768000,15768000,False,False,False,False,False,True,True,False
esa.gov,esa.gov,http://esa.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,False,True
energystar.gov,energystar.gov,https://www.energystar.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
epic.gov,epic.gov,https://www.epic.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload, max-age=31536000; includeSubDomains; preload",31536000,True,True,False,False,False,True,True,True
esc.gov,esc.gov,https://www.esc.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
epa.gov,epa.gov,https://www.epa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload;,31536000,False,False,False,False,False,True,True,True
esrs.gov,esrs.gov,https://esrs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True
eta-find.gov,eta-find.gov,https://eta-find.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
evergladesrestoration.gov,evergladesrestoration.gov,https://evergladesrestoration.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload;,31536000,True,True,False,True,True,True,True,True
everykidinapark.gov,everykidinapark.gov,https://everykidinapark.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
ethicsburg.gov,ethicsburg.gov,https://www.ethicsburg.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True
export.gov,export.gov,https://www.export.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
evus.gov,evus.gov,https://www.evus.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
faa.gov,faa.gov,https://www.faa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
eyenote.gov,eyenote.gov,http://eyenote.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False,False
faasafety.gov,faasafety.gov,https://www.faasafety.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
facadatabase.gov,facadatabase.gov,http://facadatabase.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
fafsa.gov,fafsa.gov,https://fafsa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fai.gov,fai.gov,https://www.fai.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fbiic.gov,fbiic.gov,https://www.fbiic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
fbi.gov,fbi.gov,http://www.fbi.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False,False,False,True,False,False
fapiis.gov,fapiis.gov,https://www.fapiis.gov,True,False,,False,True,True,True,False,False,False,True,max-age=34070400; includeSubDomains,34070400,True,False,False,False,False,False,False,True
fatherhood.gov,fatherhood.gov,https://www.fatherhood.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,True,True,True,True,True
fbijobs.gov,fbijobs.gov,https://fbijobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fan.gov,fan.gov,https://www.fan.gov,True,False,,True,True,False,False,False,False,False,False,,,False,False,False,False,False,True,True,False
fcc.gov,fcc.gov,https://www.fcc.gov,True,False,,True,True,False,False,False,False,False,True,max-age=86400,86400,False,False,False,False,False,True,True,False
fbo.gov,fbo.gov,https://www.fbo.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,False,False,True,True,True
fcg.gov,fcg.gov,https://www.fcg.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fdic.gov,fdic.gov,https://www.fdic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fdicig.gov,fdicig.gov,https://fdicig.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fdicconnect.gov,fdicconnect.gov,https://www.fdicconnect.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload ,31536000,False,False,False,False,False,True,True,True
fda.gov,fda.gov,https://www.fda.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fea.gov,fea.gov,http://www.fea.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fdicseguro.gov,fdicseguro.gov,https://www.fdicseguro.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
feb.gov,feb.gov,https://feb.gov,True,False,,True,True,False,True,False,False,False,True,"max-age=31536000, max-age=31536000, max-age=31536000",31536000,False,False,False,False,False,True,True,True
fdicoig.gov,fdicoig.gov,https://fdicoig.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fec.gov,fec.gov,https://www.fec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedcenter.gov,fedcenter.gov,https://www.fedcenter.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,True,True,True
federalreserveconsumerhelp.gov,federalreserveconsumerhelp.gov,https://federalreserveconsumerhelp.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
federalreserve.gov,federalreserve.gov,https://www.federalreserve.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
federalinvestments.gov,federalinvestments.gov,https://federalinvestments.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True
fedidcard.gov,fedidcard.gov,https://fedidcard.gov,True,False,,False,True,False,True,False,False,False,True,max-age=15552001,15552001,False,False,False,False,False,False,False,False
fedpartnership.gov,fedpartnership.gov,https://fedpartnership.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedshirevets.gov,fedshirevets.gov,https://fedshirevets.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fedramp.gov,fedramp.gov,https://www.fedramp.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fedinvest.gov,fedinvest.gov,https://fedinvest.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,True,True,True,True,True
fercalt.gov,fercalt.gov,http://fercalt.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains,31536000,True,False,False,False,False,True,False,True
fema.gov,fema.gov,https://www.fema.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
financialresearch.gov,financialresearch.gov,https://www.financialresearch.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
feedthefuture.gov,feedthefuture.gov,https://feedthefuture.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fhfa.gov,fhfa.gov,https://www.fhfa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
ferc.gov,ferc.gov,https://ferc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,True,True,True
fhfaoig.gov,fhfaoig.gov,https://fhfaoig.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,True,True,True,True,True
fgdc.gov,fgdc.gov,https://fgdc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
fincen.gov,fincen.gov,https://www.fincen.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False,True,True,True
ffiec.gov,ffiec.gov,https://www.ffiec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains; preload,63072000,False,False,False,False,False,True,True,True
firecode.gov,firecode.gov,http://www.firecode.gov,True,False,,True,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains,63072000,False,False,False,False,False,True,False,True
fireleadership.gov,fireleadership.gov,https://www.fireleadership.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,False,False,False,False,False,True,True,True
firstrespondertraining.gov,firstrespondertraining.gov,https://www.firstrespondertraining.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
flightschoolcandidates.gov,flightschoolcandidates.gov,https://flightschoolcandidates.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains; preload,63072000,True,True,False,True,True,True,True,True
fishwatch.gov,fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False
fleta.gov,fleta.gov,https://www.fleta.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False,True,True,True
firstnet.gov,firstnet.gov,https://firstnet.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,False,True,True,False
fletc.gov,fletc.gov,https://www.fletc.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536001; includeSubDomains,31536001,False,False,False,False,False,True,True,True
firescience.gov,firescience.gov,http://www.firescience.gov,True,False,,True,False,False,False,False,False,False,True,max-age=63072000; includeSubdomains,63072000,False,False,False,False,False,True,False,True
